N_ENT,ENT,N_REN,cb_P1,cb_P2,cb_P3_1,cb_P3_2,cb_P3_3,cb_P3_4,cb_P3_5,cb_P3_6,cb_P3_7,cb_P3_8,cb_P3_9,cb_P3_10,cb_P3_11,cb_P4_1,cb_P4_2,cb_P4_3,cb_P4_4,cb_P4_5,cb_P4_6,cb_P4_7,cb_P4_8,cb_P4_9,cb_P4_10,cb_P5_1,cb_P5_2,cb_P5_3,cb_P5_4,cb_P5_5,cb_P5_6,cb_P5_7,cb_P5_8,cb_P5_9,cb_P5_10,cb_P5_11,cb_P5_12,cs_SEX,cs_EDA,cs_ALF,cs_I_NIV,cs_E_CON,cs_C_ACT,cs_OCU,cs_A_ECO,cs_POS,cs_ING,viv_FCH_PRE,viv_FCH_DEF,viv_P1,viv_P2,viv_P3,viv_P4,ANIO
5,Colima,1,8,6,9,9,10,10,10,10,9,10,9,10,6,6,4,6,6,5,3,6,3,4,4,9,10,8,9,10,10,5,10,10,9,7,9,Mujer,44,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",7000.0,2022-10-21,2022-10-24,1,No aplica,1,1,2022
5,Colima,1,7,7,10,9,10,8,8,10,10,10,7,8,0,4,5,9,10,10,6,3,1,0,0,10,10,10,5,8,9,1,9,8,8,6,8,Hombre,33,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Espera respuesta a una solicitud de trabajo,No trabaja,No trabaja,No trabaja,,2022-10-18,2022-10-19,1,No aplica,1,1,2022
8,Colima,1,8,8,8,8,9,6,6,5,7,7,8,8,6,5,4,4,6,3,5,5,6,4,6,7,7,7,7,5,8,3,7,8,8,7,7,Hombre,65,No sabe leer y escribir,Ninguno,Soltero(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2022-10-05,2022-10-06,1,No aplica,1,1,2022
8,Colima,2,9,7,7,7,8,8,8,8,8,9,9,9,5,7,5,7,7,5,2,4,3,2,4,8,8,8,9,8,9,7,8,8,7,8,8,Hombre,47,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",6000.0,2022-10-10,2022-10-12,2,Sí,1,2,2022
8,Colima,2,9,8,10,8,9,9,8,10,8,8,10,9,8,6,6,7,7,5,4,4,3,2,4,9,8,9,9,8,8,5,8,9,8,8,6,Mujer,53,Sabe leer y escribir,Secundaria,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2022-10-05,2022-10-12,5,Sí,1,5,2022
8,Colima,2,7,7,7,6,6,7,5,5,5,7,7,6,8,4,3,5,6,3,6,6,4,3,6,5,9,7,8,7,7,4,8,6,8,6,6,Mujer,31,Sabe leer y escribir,Secundaria,Unión libre,Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2022-10-06,2022-10-12,4,Sí,1,4,2022
3,Chiapas,1,6,4,8,10,10,10,10,10,5,10,10,10,2,10,10,5,10,10,0,0,5,0,0,5,5,8,8,8,5,0,4,5,5,5,5,Mujer,65,Sabe leer y escribir,Preparatoria o bachillerato,Separado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2022-10-12,2022-10-13,1,No aplica,1,1,2022
3,Chiapas,1,9,9,10,9,10,10,10,10,8,10,8,9,2,8,6,6,7,8,2,3,3,3,0,9,8,9,10,10,10,8,9,8,9,7,7,Hombre,37,Sabe leer y escribir,Profesional,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Personal administrativo,Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",5000.0,2022-10-19,2022-10-21,5,Sí,1,5,2022
3,Chiapas,3,9,9,9,10,10,9,10,10,10,10,9,9,8,9,8,6,7,9,1,0,4,2,0,7,7,8,9,7,6,5,8,9,9,9,9,Hombre,32,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",5000.0,2022-10-10,2022-10-11,6,Sí,1,6,2022
3,Chiapas,2,9,9,9,10,10,8,9,10,10,10,9,8,5,7,6,8,8,7,2,0,0,2,1,9,10,9,9,9,8,6,8,9,8,6,8,Mujer,30,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Administración pública y defensa,"Trabajador(a) a sueldo fijo, salario o jornal",2000.0,2022-10-19,2022-10-21,3,Sí,1,3,2022
3,Chiapas,2,8,6,10,10,10,10,10,8,8,10,8,9,8,6,3,7,6,6,4,6,3,0,4,10,10,10,10,10,9,10,10,8,10,10,7,Mujer,37,Sabe leer y escribir,Secundaria,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",1000.0,2022-10-13,2022-10-14,4,Sí,1,4,2022
3,Chiapas,1,8,10,8,8,10,10,10,8,9,10,7,8,9,7,8,2,2,2,1,2,5,8,1,8,8,8,7,10,8,6,9,6,5,8,8,Mujer,50,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",3500.0,2022-10-07,2022-10-13,1,No aplica,1,1,2022
3,Chiapas,3,8,5,9,5,10,7,9,8,8,7,6,7,5,9,9,6,6,9,0,0,4,0,0,8,9,7,8,6,9,8,10,9,9,8,9,Mujer,64,No sabe leer y escribir,Ninguno,Viudo(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2022-10-07,2022-10-11,5,Sí,1,5,2022
3,Chiapas,1,7,5,10,8,10,10,10,10,7,9,10,9,7,5,4,2,3,5,5,6,7,7,5,7,10,6,7,9,8,4,7,9,6,4,5,Hombre,47,Sabe leer y escribir,Secundaria,Unión libre,Otra situación,No trabaja,No trabaja,No trabaja,,2022-10-07,2022-10-13,3,Sí,1,3,2022
7,Chiapas,1,9,8,10,10,10,10,10,10,10,10,10,10,9,9,7,6,6,9,1,3,4,3,1,1,9,8,9,10,10,6,8,5,9,8,9,Mujer,40,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Comercio,Trabajador(a) a comisión o porcentaje,4000.0,2022-10-17,2022-10-19,2,Sí,1,2,2022
7,Chiapas,2,8,10,9,9,10,10,9,10,10,8,9,9,2,9,9,8,10,8,1,1,2,0,0,9,9,9,10,9,10,6,10,9,9,7,7,Mujer,36,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",10000.0,2022-10-11,2022-10-13,5,Sí,1,5,2022
7,Chiapas,2,5,5,6,8,10,10,10,10,10,10,10,8,0,10,10,10,10,10,0,0,0,0,0,7,8,8,10,8,8,0,8,9,6,6,6,Mujer,41,Sabe leer y escribir,Profesional,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2022-10-03,2022-10-07,4,Sí,1,4,2022
7,Chiapas,2,10,10,9,9,9,9,9,9,8,9,8,8,6,8,8,8,9,9,0,0,2,0,0,9,9,9,9,9,5,5,9,9,7,7,7,Mujer,33,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,Trabajador(a) por su cuenta,5000.0,2022-10-17,2022-10-19,3,Sí,1,3,2022
6,Chiapas,3,8,8,10,10,10,10,10,10,10,10,10,10,2,9,9,10,10,10,0,1,0,0,0,10,9,9,10,9,9,7,9,8,10,7,7,Mujer,19,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Estudiante,No trabaja,No trabaja,No trabaja,,2022-10-18,2022-10-19,5,Sí,1,5,2022
6,Chiapas,1,7,6,8,8,10,8,8,7,8,8,10,9,9,3,3,6,4,5,7,7,4,6,4,6,9,8,8,8,6,5,6,9,9,6,6,Mujer,54,Sabe leer y escribir,Secundaria,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",1500.0,2022-10-18,2022-10-19,1,No aplica,1,1,2022
6,Chiapas,1,5,6,7,10,10,8,8,8,9,9,10,8,7,7,8,8,8,7,0,0,0,0,0,7,6,8,8,8,8,7,10,8,8,6,5,Mujer,54,Sabe leer y escribir,Profesional,Divorciado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",,2022-10-05,2022-10-07,1,No aplica,1,1,2022
6,Chiapas,2,10,10,9,9,9,8,9,10,8,9,10,10,9,7,8,9,7,9,0,0,0,0,0,8,10,9,8,9,9,8,8,9,8,9,9,Mujer,47,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Industria,Trabajador(a) por su cuenta,250.0,2022-10-05,2022-10-07,2,Sí,1,2,2022
2,Chiapas,1,10,9,10,10,9,10,9,10,10,9,10,10,8,10,6,9,8,9,0,4,1,1,0,9,10,9,9,8,9,10,10,9,9,9,10,Hombre,28,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,Trabajador(a) por su cuenta,4000.0,2022-10-06,2022-10-07,2,Sí,1,2,2022
2,Chiapas,2,7,7,8,6,9,10,5,5,5,5,10,5,8,8,9,10,10,4,2,0,0,0,6,10,10,8,8,8,6,8,8,8,8,8,8,Mujer,65,No sabe leer y escribir,Ninguno,Viudo(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2022-10-06,2022-10-07,2,Sí,1,2,2022
2,Chiapas,3,10,8,10,10,9,10,10,10,9,10,9,8,8,10,7,8,9,10,0,3,1,1,0,10,10,9,10,10,10,8,10,10,10,9,7,Mujer,18,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",1050.0,2022-10-10,2022-10-17,6,Sí,1,6,2022
2,Chiapas,1,8,8,8,8,7,7,8,8,8,8,9,8,7,5,6,5,8,1,5,4,4,2,0,8,8,8,8,8,2,6,8,8,8,7,8,Hombre,36,Sabe leer y escribir,Primaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",1200.0,2022-10-06,2022-10-07,4,Sí,1,4,2022
5,Chiapas,3,6,8,7,8,7,8,7,8,7,8,9,9,6,5,2,2,3,3,5,7,7,6,7,7,8,9,7,7,3,2,4,9,5,4,3,Mujer,57,Sabe leer y escribir,Profesional,Divorciado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",3000.0,2022-10-10,2022-10-11,1,No aplica,1,1,2022
5,Chiapas,1,8,8,9,9,10,8,9,9,9,9,9,9,2,9,9,9,9,9,1,0,0,0,0,9,10,9,9,9,5,6,8,9,7,5,5,Hombre,48,Sabe leer y escribir,Doctorado,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Funcionarios de los sectores público y privado,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",12500.0,2022-10-10,2022-10-11,5,Sí,1,5,2022
5,Chiapas,2,10,10,10,9,10,10,10,10,10,10,10,10,5,10,10,9,10,10,0,0,1,0,0,9,10,10,10,10,10,6,10,9,10,8,8,Mujer,33,Sabe leer y escribir,Doctorado,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2022-10-17,2022-10-19,2,Sí,1,2,2022
8,Chiapas,1,8,8,8,8,9,8,8,9,8,8,10,8,6,6,6,7,7,8,3,3,2,2,1,8,8,8,8,8,8,5,5,8,5,5,5,Hombre,35,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",1500.0,2022-10-12,2022-10-13,2,Sí,1,2,2022
8,Chiapas,2,8,7,8,10,10,10,10,10,10,10,10,10,8,8,8,8,10,7,0,0,0,0,2,10,10,10,10,10,10,8,10,10,8,5,5,Mujer,51,Sabe leer y escribir,Secundaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",1600.0,2022-10-10,2022-10-11,4,Sí,1,4,2022
8,Chiapas,2,8,8,8,8,10,10,10,8,8,10,10,8,8,6,6,6,7,7,3,3,3,2,2,8,8,8,8,8,8,8,10,10,10,8,8,Mujer,37,Sabe leer y escribir,Primaria,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,Trabajador(a) por su cuenta,1400.0,2022-10-04,2022-10-07,5,Sí,1,5,2022
8,Chiapas,1,8,8,8,9,10,9,10,10,7,10,10,10,0,10,10,10,10,10,0,0,0,0,0,8,9,10,10,10,10,6,10,10,10,7,7,Mujer,68,Sabe leer y escribir,Profesional,Viudo(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2022-10-03,2022-10-07,1,No aplica,1,1,2022
8,Chiapas,1,9,9,10,10,10,10,10,10,10,10,10,10,0,10,10,8,10,10,0,0,2,0,0,10,9,10,10,10,9,10,10,10,10,10,10,Mujer,73,Sabe leer y escribir,Profesional,Separado(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2022-10-03,2022-10-07,5,No,2,2,2022
8,Chiapas,4,7,5,7,10,10,10,8,10,10,10,0,5,7,8,5,10,10,7,0,5,0,0,3,9,8,8,10,9,4,4,8,10,10,8,5,Hombre,22,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",2100.0,2022-10-03,2022-10-07,6,Sí,1,6,2022
1,Chiapas,2,8,7,9,10,10,10,10,10,9,9,10,9,8,9,5,5,8,6,0,5,4,2,3,8,9,9,7,9,8,3,8,9,8,7,4,Mujer,48,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,Trabajador(a) por su cuenta,,2022-10-06,2022-10-07,4,Sí,1,4,2022
1,Chiapas,1,9,6,7,9,9,8,9,10,10,10,8,10,0,7,8,9,9,10,2,2,0,0,0,9,9,10,10,9,8,8,10,9,8,8,8,Mujer,40,Sabe leer y escribir,Profesional,Separado(a),Trabajó por lo menos una hora para obtener ingresos,Personal administrativo,Administración pública y defensa,"Trabajador(a) a sueldo fijo, salario o jornal",7000.0,2022-10-18,2022-10-19,5,Sí,1,5,2022
1,Chiapas,1,9,10,10,10,10,10,10,10,8,10,9,9,3,10,9,10,10,10,0,1,0,0,0,10,10,10,10,9,10,5,10,10,8,8,7,Mujer,43,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",3000.0,2022-10-18,2022-10-19,1,No aplica,1,1,2022
5,Chiapas,1,5,5,5,5,10,10,6,9,10,9,10,6,2,9,3,7,10,5,1,6,2,0,5,7,10,6,10,7,8,6,9,9,9,6,8,Mujer,68,Sabe leer y escribir,Primaria,Divorciado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2022-10-13,2022-10-14,2,Sí,1,2,2022
5,Chiapas,1,8,6,9,10,10,9,9,9,6,9,9,8,4,7,7,7,8,9,2,2,2,1,0,8,9,9,9,9,9,6,6,9,9,8,8,Hombre,58,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Personal administrativo,Construcción,Trabajador(a) a comisión o porcentaje,3000.0,2022-10-18,2022-10-19,1,No aplica,1,1,2022
5,Chiapas,2,10,9,10,10,10,9,9,10,10,10,10,9,5,10,10,8,8,10,0,0,0,0,0,9,6,9,9,8,10,8,10,8,8,8,10,Hombre,71,Sabe leer y escribir,Normal,Casado(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2022-10-13,2022-10-14,3,Sí,1,3,2022
5,Chiapas,2,8,6,8,10,10,10,9,10,9,10,0,8,8,8,6,8,10,10,1,3,2,0,0,7,8,8,9,8,8,6,7,10,9,7,7,Hombre,42,Sabe leer y escribir,Profesional,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Servicios,Trabajador(a) por su cuenta,800.0,2022-10-10,2022-10-11,3,Sí,1,3,2022
4,Chiapas,2,9,9,9,9,9,9,9,8,9,9,10,8,5,10,8,10,10,10,0,1,0,0,0,9,7,8,9,9,9,5,9,9,9,7,7,Hombre,45,Sabe leer y escribir,Primaria,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,Trabajador(a) a destajo,5000.0,2022-10-14,2022-10-17,4,Sí,1,4,2022
4,Chiapas,1,9,9,10,10,10,10,9,9,10,9,6,9,5,9,9,8,10,10,1,1,1,0,0,9,10,9,9,9,5,5,10,8,8,8,8,Hombre,27,Sabe leer y escribir,Secundaria,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",2200.0,2022-10-14,2022-10-17,4,Sí,1,4,2022
4,Chiapas,3,9,9,10,10,8,8,10,10,10,10,8,10,8,8,8,8,8,10,1,1,2,2,0,6,6,8,7,10,7,0,8,7,7,4,4,Mujer,19,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Estudiante,No trabaja,No trabaja,No trabaja,,2022-10-19,2022-10-21,5,Sí,1,5,2022
4,Chiapas,2,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,8,8,8,0,0,0,0,0,7,7,7,7,7,8,5,7,7,7,7,7,Hombre,46,Sabe leer y escribir,Secundaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,Trabajador(a) por su cuenta,200.0,2022-10-11,2022-10-13,6,Sí,1,6,2022
1,Chiapas,2,6,0,10,10,10,10,8,9,10,10,10,9,7,5,5,5,6,5,4,4,4,4,4,6,9,8,7,8,6,6,8,7,9,6,0,Mujer,35,Sabe leer y escribir,Secundaria,Unión libre,Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2022-10-05,2022-10-07,5,Sí,1,5,2022
1,Chiapas,2,5,7,9,8,9,9,9,9,9,8,5,9,10,7,5,5,7,10,3,5,5,3,0,5,5,9,9,7,8,8,7,7,10,9,9,Mujer,21,Sabe leer y escribir,Preparatoria o bachillerato,Unión libre,Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2022-10-05,2022-10-07,3,Sí,1,3,2022
1,Chiapas,1,10,10,10,10,10,10,10,10,10,10,10,10,5,8,8,10,10,9,0,0,0,0,1,10,10,10,8,8,8,0,10,10,10,10,10,Hombre,48,Sabe leer y escribir,Secundaria,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",2600.0,2022-10-12,2022-10-13,1,No aplica,1,1,2022
1,Chiapas,1,10,8,10,10,10,10,8,8,8,10,10,6,8,8,9,8,8,10,2,1,1,1,0,10,10,5,10,8,0,8,10,4,8,10,10,Hombre,46,Sabe leer y escribir,Secundaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Industria,Trabajador(a) a comisión o porcentaje,1000.0,2022-10-12,2022-10-13,1,No aplica,1,1,2022
3,Chihuahua,1,8,10,10,10,10,10,10,10,0,10,10,10,0,4,5,5,10,5,0,0,0,0,0,6,8,8,10,8,10,0,10,8,6,8,8,Mujer,52,Sabe leer y escribir,Secundaria,Viudo(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2022-10-04,2022-10-06,3,Sí,1,3,2022
3,Chihuahua,3,7,9,8,8,10,10,10,9,9,10,8,8,8,10,10,5,5,5,0,0,5,5,5,7,10,8,8,9,9,6,9,7,8,8,8,Mujer,27,Sabe leer y escribir,Carrera técnica,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",1800.0,2022-10-18,2022-10-19,4,Sí,1,4,2022
3,Chihuahua,1,10,10,8,8,10,10,10,8,10,10,5,10,3,10,10,10,10,10,0,0,0,0,0,8,8,8,10,8,8,6,8,10,10,8,6,Hombre,53,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",3000.0,2022-10-05,2022-10-06,3,Sí,1,3,2022
3,Chihuahua,2,8,8,8,6,8,8,8,9,6,8,6,8,5,5,10,5,5,10,0,0,0,0,0,8,8,8,8,8,10,8,8,8,8,10,10,Mujer,42,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Administración pública y defensa,"Trabajador(a) a sueldo fijo, salario o jornal",,2022-10-06,2022-10-07,3,Sí,1,3,2022
7,Chihuahua,1,10,10,9,10,10,10,10,10,10,10,10,10,0,10,10,5,10,10,0,0,5,0,0,10,8,10,10,10,10,8,10,10,10,10,7,Mujer,69,Sabe leer y escribir,Profesional,Viudo(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2022-10-06,2022-10-07,3,Sí,1,3,2022
7,Chihuahua,2,8,8,9,9,9,9,9,9,9,9,5,9,1,5,5,5,5,5,0,0,0,0,0,8,8,9,9,9,9,8,9,10,10,10,10,Hombre,47,Sabe leer y escribir,Profesional,Divorciado(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",,2022-10-17,2022-10-18,5,Sí,1,5,2022
7,Chihuahua,2,8,8,9,8,7,8,10,10,10,10,5,9,8,8,3,5,5,5,0,0,5,0,0,8,9,8,9,8,8,5,9,10,8,8,8,Mujer,40,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Comercio,Patrón(a),,2022-10-12,2022-10-13,5,Sí,1,5,2022
6,Chihuahua,3,10,10,10,9,10,10,10,10,10,10,8,10,0,10,10,8,10,10,0,0,0,0,0,10,10,10,10,10,10,6,10,10,10,10,5,Mujer,30,Sabe leer y escribir,Secundaria,Divorciado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2022-10-12,2022-10-13,5,Sí,1,5,2022
6,Chihuahua,1,10,5,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,0,0,0,0,10,5,10,10,10,10,7,10,10,10,10,10,Mujer,64,Sabe leer y escribir,Primaria,Separado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Comercio,Trabajador(a) a comisión o porcentaje,1000.0,2022-10-18,2022-10-19,1,No aplica,1,1,2022
6,Chihuahua,1,10,10,10,10,10,10,10,10,10,10,0,10,5,10,5,5,10,10,0,0,5,0,0,8,10,8,10,10,3,5,5,8,5,8,8,Hombre,28,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Administración pública y defensa,"Trabajador(a) a sueldo fijo, salario o jornal",,2022-10-07,2022-10-10,1,No aplica,1,1,2022
2,Chihuahua,2,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,0,0,0,0,0,5,7,5,10,5,10,8,10,10,10,10,10,Mujer,61,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2022-10-06,2022-10-07,2,Sí,1,2,2022
6,Chihuahua,1,8,8,10,10,10,9,8,9,9,9,6,9,0,5,5,5,5,5,0,0,0,0,5,9,9,8,8,9,9,5,10,9,8,8,8,Mujer,32,Sabe leer y escribir,Primaria,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",1100.0,2022-10-13,2022-10-14,5,Sí,1,5,2022
6,Chihuahua,2,10,10,9,6,10,10,10,10,10,9,10,10,10,5,5,0,0,0,5,5,5,5,5,8,7,8,9,10,7,0,8,8,5,10,8,Mujer,35,Sabe leer y escribir,Secundaria,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2022-10-11,2022-10-13,6,Sí,1,6,2022
6,Chihuahua,1,5,5,6,9,10,10,10,8,10,10,10,8,7,5,5,8,3,5,4,4,2,7,2,8,5,8,7,6,10,0,9,8,10,4,2,Mujer,66,Sabe leer y escribir,Primaria,Viudo(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2022-10-05,2022-10-06,6,Sí,1,6,2022
6,Chihuahua,1,10,10,10,10,10,10,10,5,5,10,10,10,0,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,Hombre,68,Sabe leer y escribir,Primaria,Divorciado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Construcción,"Trabajador(a) a sueldo fijo, salario o jornal",1500.0,2022-10-11,2022-10-13,2,Sí,1,2,2022
2,Chihuahua,1,5,5,10,10,10,10,10,10,10,5,10,10,0,10,10,10,10,10,0,0,0,0,0,5,5,10,10,10,5,10,5,10,5,10,10,Hombre,51,Sabe leer y escribir,Primaria,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Construcción,Trabajador(a) por su cuenta,1200.0,2022-10-17,2022-10-18,1,No aplica,1,1,2022
2,Chihuahua,1,5,5,10,10,10,10,10,5,10,10,10,10,5,5,5,5,5,5,0,0,5,5,0,10,10,10,10,10,10,5,10,10,5,5,5,Mujer,33,Sabe leer y escribir,Secundaria,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,Trabajador(a) por su cuenta,,2022-10-09,2022-10-10,2,Sí,1,2,2022
2,Chihuahua,2,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,Hombre,33,Sabe leer y escribir,Primaria,Soltero(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2022-10-04,2022-10-04,2,Sí,1,2,2022
2,Chihuahua,1,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,5,10,5,0,0,5,0,0,10,10,10,10,10,10,10,10,10,10,10,10,Hombre,62,Sabe leer y escribir,Primaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",2500.0,2022-10-04,2022-10-06,3,Sí,1,3,2022
